GWNO,EVENT_ID_CNTY,EVENT_ID_NO_CNTY,EVENT_DATE,YEAR,TIME_PRECISION,EVENT_TYPE,ACTOR1,ALLY_ACTOR_1,INTER1,ACTOR2,ALLY_ACTOR_2,INTER2,INTERACTION,COUNTRY,ADMIN1,ADMIN2,ADMIN3,LOCATION,LATITUDE,LONGITUDE,GEO_PRECISION,SOURCE,NOTES,FATALITIES
432,971MLI,50068,05/01/2015,2015,1,Battle-Government regains territory,Military Forces of Mali (2013-),,1,AQIM: Al Qaeda in the Islamic Maghreb,,2,12,Mali,Segou,Niono,Nampala,Nampala,15.27971,-5.55336,1,Xinhua News Agency - French; Sahelien.com,"Malian military forces regrouped with reinforcements and attacked AQIM militants who had pushed them out of the town earlier in the day. At least 8 soldiers were killed and 9 wounded according to military sources, while ""huge losses"" (coded as 10) were suffered by the AQIM miliants.",17
432,972MLI,50069,05/01/2015,2015,1,Battle-Non-state actor overtakes territory,Military Forces of Mali (2013-),,1,AQIM: Al Qaeda in the Islamic Maghreb,Muslim Group (Mali),2,12,Mali,Segou,Niono,Nampala,Nampala,15.27971,-5.55336,1,Xinhua News Agency - French; Agence France Presse; Sahelien.com,"At least 3 Malian soldiers were killed in an attack by an AQIM militants on a Malian army camp in Nampala, after which the army retreated. The militants arrived in about a dozen vehicles.",3
432,973MLI,50070,06/01/2015,2015,1,Remote violence,Unidentified Armed Group (Mali),,3,,,0,30,Mali,Gao,Gao,Gao-Central,Gao,16.27167,-0.04472,1,Xinhua News Agency - French,"An unidentified armed group shelled the city, targeting primarily military camps and the airport. No casualties were reported.",0
432,974MLI,50071,06/01/2015,2015,1,Strategic development,Military Forces of France,,8,,,0,80,Mali,Bamako,Bamako,Kalban-Coro,Bamako,12.65000,-8.00000,3,Xinhua General News Service,France has sent additional fighters jets to Mali following recent attacks.,0
432,975MLI,50072,06/01/2015,2015,1,Violence against civilians,Unidentified Armed Group (Mali),,3,Civilians (Mali),,7,37,Mali,Segou,Niono,Sokolo,Diabaly,14.68000,-6.01600,2,Agence France Presse -- English,"Suspected Islamist militants killed 1 person in an attack on Djoura, a village about 465 km northeast of Bamako.",1
432,976MLI,50073,09/01/2015,2015,1,Remote violence,Unidentified Armed Group (Mali),,3,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,8,38,Mali,Kidal,Kidal,Kidal,Kidal,18.44000,1.41000,1,UN News Service; Associated Press International,7 Senegalese UN peacekeepers were injured when their vehicle hit an explosive device while driving near Kidal airport.,0
432,977MLI,50074,12/01/2015,2015,1,Battle-No change of territory,GMA: Mourabitounes Group of Azawad,,2,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,8,28,Mali,Gao,Menaka,Menaka,Menaka,15.91820,2.40220,2,Sahara Media website,A gunmen on a motorcyle opened fire on a UN vehicle carrying peacekeepers from Niger killing 1. The man is allegedly part of the El Mourabitoune group.,1
432,979MLI,50076,16/01/2015,2015,1,Battle-No change of territory,Unidentified Armed Group (Mali),,3,Unidentified Armed Group (Mali),,3,33,Mali,Gao,Bourem,Tabankort,Tabankort,17.81886,0.30919,1,Xinhua News Agency - French,MINUSMA reported clashes between armed groups covered by the ceasefire in the area around Tabakort in the Gao region.,0
432,980MLI,50075,16/01/2015,2015,1,Battle-No change of territory,Military Forces of Mali (2013-),,1,Islamist Militia (Mali),,3,13,Mali,Mopti,Tenenkou,Tenenkou,Tenenkou,14.45722,-4.91669,1,Xinhua News Agency - French,"3 Malian soldiers and 1 civilian were killed when ""terrorists"" attacked Tenenkou. 5 other military personnel were also injured during the attack. MUJAO attacked the same area on Jan.8 but has not claimed this attack.",4
432,978MLI,50077,16/01/2015,2015,1,Riots/Protests,Protesters (Mali),Muslim Group (Mali),6,,,0,60,Mali,Bamako,Bamako,Kalban-Coro,Bamako,12.65000,-8.00000,1,Xinhua News Agency - French,Thousands of Malian Muslims marched to protest against the publication of cartoons of the Prophet Muhammad by Charlie Hebdo.,0
432,981MLI,50078,17/01/2015,2015,1,Battle-No change of territory,Islamist Militia (Mali),,3,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,8,38,Mali,Kidal,Kidal,Kidal,Kidal,18.44000,1.41000,1,Radio France Internationale,"""Terrorists"" attacked a MINUSMA camp in Kidal, killing 1 Chadian peacekeeper and injuring another. The attackers used a car bomb and artillery in their assault, but were repulsed. The attackers ""suffered losses"" (coded as 10).",11
432,982MLI,50079,18/01/2015,2015,1,Remote violence,Unidentified Armed Group (Mali),,3,,,0,30,Mali,Kidal,Kidal,Kidal,Kidal,18.44000,1.41000,1,Radio France Internationale,Gunshots were heard and shells fired on Kidal. It is uknown who is responsible.,0
432,983MLI,50080,19/01/2015,2015,1,Strategic development,MNLA: National Movement for the Liberation of Azawad,,2,MAA: Arab Movement of the Azawad,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),2,22,Mali,Gao,Bourem,Tabankort,Tabankort,17.81886,0.30919,1,Maghreb Emergent,MINUSMA held negotiations between the MNLA and MAA.,0
432,984MLI,50081,20/01/2015,2015,1,Battle-No change of territory,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,8,Coordination of Movements of the Azawad,,2,28,Mali,Gao,Bourem,Tabankort,Tabankort,17.81886,0.30919,2,Associated Press International; Xinhua General News Service; Agence France Presse - English,"In an exchange of fire with a car of Tuareg rebels, a MINUSMA helicopter shot missiles that killed four of the rebels.",4
432,985MLI,50082,21/01/2015,2015,1,Riots/Protests,Rioters (Mali),Tuareg Ethnic Group (Mali),5,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,8,58,Mali,Kidal,Kidal,Kidal,Kidal,18.44000,1.41000,1,Associated Press International,"Tuareg protesters said they pushed UN personnel from an airfield, burning generators and tearing down tents. MINUSMA soldiers fired tear gas and warning shots but eventually fled.",0
432,986MLI,50083,23/01/2015,2015,1,Riots/Protests,Protesters (Mali),Muslim Group (Mali),6,,,0,60,Mali,Mopti,Mopti,Mopti,Mopti,14.49302,-4.19420,2,BBC Monitoring Africa,"Demonstraters in Gingal, a village near Mopti, marched in protest of French magazine Charlie Hebdo's caricatures of the prophet Mohammed.",0
432,987MLI,50084,25/01/2015,2015,1,Battle-No change of territory,Unidentified Armed Group (Mali),,3,Military Forces of Mali (2013-),,1,13,Mali,Timbuktu,Tombouctou,Cercle Goudam,Douekire,16.34250,-3.26662,1,Associated Press International,Malian troops on their way to provide security for a weekly market in Douekire were ambushed by an unknown group. Two Malian soldier died and three were wounded.,2
432,988MLI,50085,25/01/2015,2015,1,Battle-No change of territory,Unidentified Armed Group (Mali),,3,Military Forces of Mali (2013-),,1,13,Mali,Timbuktu,Tombouctou,Tombouctou,Timbuktu,16.76670,-3.01670,2,Agence France Presse,Malian troops were ambushed near Timbuktu. One gendarme was killed and one was injured; four of the attackers were killed.,5
432,989MLI,50086,27/01/2015,2015,1,Riots/Protests,Rioters (Mali),,5,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,8,58,Mali,Gao,Gao,Gao-Central,Gao,16.27167,-0.04472,1,Agence France Presse - English; BBC Monitoring Africa; Associated Press,"A huge crowd of youth stormed the MINUSMA headquarters in Gao, throwing stones and molotov cocktails. MINUSMA responded with tear gas and live ammunition, killing three and injuring four. A UN inquiry determined Rwandan policekeeping police used excessive force by opening fire on the crowd.",3
432,990MLI,50087,28/01/2015,2015,1,Battle-No change of territory,GATIA: Imghad Tuareg and Allies Self-Defense Group,,3,Coordination of Movements of the Azawad,,2,23,Mali,Gao,Bourem,Tabankort,Tabankort,17.81886,0.30919,2,Agence France Presse - English; Xinhua News Agency - French,"GATIA attacked a rebel Tuareg and anti-government Arab position near Tabankort, and at the same time 3 suicide bombings or rocket shells exploded, killing 12 total.",12
432,992MLI,50088,30/01/2015,2015,1,Battle-No change of territory,MNLA: National Movement for the Liberation of Azawad,MAA: Arab Movement of the Azawad,2,Militia (Pro-Government),,3,23,Mali,Timbuktu,Tombouctou,Tombouctou,Kano,16.79410,-2.39863,1,Maghreb Emergent (French),"Tuareg rebels clashed with progovernmental forces overnight near Kano. Rockets were fired, one person was killed, and 20 people were briefly taken captive.",1
432,991MLI,50089,30/01/2015,2015,1,Riots/Protests,Rioters (Mali),Unidentified Armed Group (Mali),5,,,0,50,Mali,Gao,Bourem,Bamba,Bamba,17.03499,-1.40160,1,Agence France Presse; Radio France Internationale,"An armed group attacked the village of Bamba, firing shots into the air and raiding shops. No deaths or injuries were reported.",0
432,993MLI,50090,30/01/2015,2015,1,Violence against civilians,Unidentified Armed Group (Mali),,3,Civilians (Mali),MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),7,37,Mali,Timbuktu,Tombouctou,Tombouctou,Kano,16.79410,-2.39863,1,Agence France Presse; Radio France Internationale; Xinhua News Agency - French,"An armed group attacked the Kano village, kidnapping 20 -50 and killing one with a rocket. The villagers were all released shortly after thanks to pressure by MINUSMA.",1
432,994MLI,50091,31/01/2015,2015,1,Battle-No change of territory,Military Forces of France,,8,Islamist Militia (Mali),,3,38,Mali,Kidal,Abeibara,Bouressa,Adrar des Iforas,20.00000,2.00000,1,Associated Press International; Radio France Internationale,"French forces killed a dozen ""jihadists"" in a firefight in the extreme north, injuring several and taking two or three prisoner. They seized a large arms consignment and destroyed vehicles.",12
432,995MLI,50092,02/02/2015,2015,1,Battle-No change of territory,Military Forces of Mali (2013-),,1,Unidentified Armed Group (Mali),,3,13,Mali,Kayes,Kayes,Yelimane,Dogofiry,15.01907,-10.93243,1,Agence France Presse - English,"Military police repelled an attack by unidentified ""terrorists"" on their station in the western town of Dogofiry.",0
432,996MLI,50093,04/02/2015,2015,1,Battle-No change of territory,Unidentified Armed Group (Mali),,3,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,8,38,Mali,Gao,Menaka,Menaka,Asongo,15.85153,1.44234,2,BBC Monitoring Africa,"A ""terrorist action"" seriously wounded 6 Nigerien MINUSMA soldiers on the road between Asongo and Menaka.",0
432,997MLI,50094,04/02/2015,2015,1,Battle-Non-state actor overtakes territory,Coordination of Movements of the Azawad,,2,Militia (Pro-Government),,3,23,Mali,Kidal,Tessalit,Tessalit,Tabrichat,20.19944,1.12833,1,Agence France Presse - English,Pro-government armed groups took control of the town of Tabrichat in clashes with rebels.,0
432,998MLI,50095,04/02/2015,2015,1,Remote violence,Military Forces of Mali (2013-),,1,Unidentified Armed Group (Mali),,3,13,Mali,Timbuktu,Tombouctou,Tombouctou,Timbuktu,16.76670,-3.01670,2,Agence France Presse,"An army vehicle hit a mine near Timbuktu, death toll unknown.",0
432,999MLI,50096,07/02/2015,2015,1,Battle-No change of territory,MNLA: National Movement for the Liberation of Azawad,,2,GATIA: Imghad Tuareg and Allies Self-Defense Group,,3,23,Mali,Kidal,Tessalit,Tessalit,Tabrichat,20.19944,1.12833,2,Radio France Internationale,"Rival armed groups from the MNLA and GATIA clashed in the Tessalit area. The MNLA accuses the Malian army of fighting alongside GATIA, but the government denies this. Casualties figures unknown.",0
432,1000MLI,50097,25/02/2015,2015,1,Battle-No change of territory,Miners Militia,,3,Miners Militia,,3,33,Mali,Koulikoro,Kaganba,Munga,Sanfara,12.35247,-8.47184,1,ORTM TV,Clashes occurred between Malian and Guinean miners between Feb.25-27. Clashes at the Sanfara site led to 3 (unspecified) dead and several Malians wounded.,3
432,1001MLI,50098,26/02/2015,2015,1,Battle-No change of territory,Miners Militia,,3,Miners Militia,,3,33,Mali,Koulikoro,Kaganba,Munga,Sanfara,12.35247,-8.47184,2,Xinhua News Agency - French,"Clashes occurred between Malian and Guinean miners between Feb.25-27, leaving a total of 6 dead. At least 3 people were found dead between Feb.26-27 in the Niawouleni territory of Mali, in the Sanfara area.",2
432,1002MLI,50099,27/02/2015,2015,1,Battle-No change of territory,Miners Militia,,3,Miners Militia,,3,33,Mali,Koulikoro,Kaganba,Munga,Sanfara,12.35247,-8.47184,2,Xinhua News Agency - French,"Clashes occurred between Malian and Guinean miners between Feb.25-27, leaving a total of 6 dead. At least 3 people were found dead between Feb.26-27 in the Niawouleni territory of Mali, in the Sanfara area.",1
432,1003MLI,50100,01/03/2015,2015,1,Riots/Protests,Protesters (Mali),,6,,,0,60,Mali,Kidal,Kidal,Kidal,Kidal,18.44000,1.41000,1,Associated Press International,"Shortly after a peace accord was signed by leaders in Algiers, hundreds of demonstrators in Kidal rallied in opposition.",0
432,1004MLI,50101,02/03/2015,2015,1,Battle-No change of territory,Military Forces of France,,8,Unidentified Armed Group (Mali),,3,38,Mali,Kidal,Tessalit,Adjelhoc,Adrar Tigharghar,19.54749,1.22756,2,Agence France Presse,"French soldiers clashed with a group of 8- 10 men, killing four and injuring several who fled.",4
432,1006MLI,50102,07/03/2015,2015,1,Battle-No change of territory,GMA: Mourabitounes Group of Azawad,,2,Police Forces of Mali (2013-),Private Security Forces (Mali),1,12,Mali,Bamako,Bamako,Kalban-Coro,Bamako,12.65000,-8.00000,1,Associated Press International; Agence France Presse; BBC Monitoring Africa,"Ater shooting several civilians at a nearby club, GMA shot and killed a police officer, a security guard, and a Belgian citizen on the street.",3
432,1005MLI,50104,07/03/2015,2015,1,Violence against civilians,Vigilante Militia (Mali),,4,Civilians (Mali),Arab Ethnic Group (Mali),7,47,Mali,Gao,Gao,Gao-Central,Gao,16.27167,-0.04472,1,Agence France Presse - English,An angry mob lynched and burned the bodies of two Arab teenagers whom they believed had planted bombs in the area.,2
432,1007MLI,50103,07/03/2015,2015,1,Violence against civilians,GMA: Mourabitounes Group of Azawad,,2,Civilians (International),Civilians (Mali),7,27,Mali,Bamako,Bamako,Kalban-Coro,Bamako,12.65000,-8.00000,1,Associated Press International; Agence France Presse; BBC Monitoring Africa,"At least one gunman from the Al Mouribitoune jihadist group entered a club after midnight, threw grenades and opened fire, killing at least five people - including a French and a Belgian national - and wounding several.",5
432,1008MLI,50105,08/03/2015,2015,1,Battle-No change of territory,Unidentified Armed Group (Mali),,3,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,8,38,Mali,Kidal,Kidal,Kidal,Kidal,18.44000,1.41000,1,Agence France Presse - English; Associated Press International,A peacekeeper and two children were killed and several wounded when unknown militants shelled a UN base with more than 30 rockets and MINUSMA soldiers returned fire. Two civilians outside the camp died in the crossfire.,5
432,1009MLI,50106,10/03/2015,2015,1,Violence against civilians,MUJAO: Movement for Unity and Jihad in West Africa,,2,Civilians (Mali),,7,27,Mali,Timbuktu,Tombouctou,Tombouctou,Bani Bangou,15.99030,-4.28800,2,Radio France Internationale,2 Malian civilians were kidnapped by jihadists as they tried to drive towards Niger.,0
432,1010MLI,50107,13/03/2015,2015,1,Battle-No change of territory,GMA: Mourabitounes Group of Azawad,,2,Military Forces of Mali (2013-) Special Forces,,1,12,Mali,Bamako,Bamako,Kalban-Coro,Bamako,12.65000,-8.00000,1,Agence France Presse - English; Associated Press International,"Malian special forces raided the apartment of the suspects from the recent terrorist attack at a Bamako nightclub. At least one suspect fought back, explosions were heard, and the special forces killed at least one suspect, arrested about a dozen others, and three special forces sustained slight injuries.",1
432,1011MLI,50108,18/03/2015,2015,2,Violence against civilians,AQIM: Al Qaeda in the Islamic Maghreb,,2,Civilians (Mali),,7,27,Mali,Timbuktu,Tombouctou,Tombouctou,Timbuktu,16.76670,-3.01670,2,Associated Press International; Radio France Internationale; Agence France Presse,Al Qaida fighters shot a man in the head in front of villagers and then decapitated the victim. They accused him of working with French forces in Operation Barkhane.,1
432,1012MLI,50109,21/03/2015,2015,1,Battle-No change of territory,Unidentified Armed Group (Mali),,3,Private Security Forces (Mali),,8,38,Mali,Gao,Gao,Gao-Central,Gao,16.27167,-0.04472,1,Radio France Internationale,"Armed men stole a Malian government vehicle, prompting a guard to open fire as the men escaped.",0
432,1013MLI,50110,26/03/2015,2015,1,Riots/Protests,Protesters (Mali),,6,,,0,60,Mali,Gao,Gao,Gao-Central,Gao,16.27167,-0.04472,1,Agence France Presse - English; Radio France Internationale,Hundreds of supporters of exiled former president Amadou Toumani Toure called for his return in rallies held in Mopti and Gao.,0
432,1014MLI,50112,26/03/2015,2015,1,Riots/Protests,Protesters (Mali),,6,,,0,60,Mali,Bamako,Bamako,Kalban-Coro,Bamako,12.65000,-8.00000,1,Agence France Presse - English; Radio France Internationale,Over one thousand supporters of exiled former president Amadou Toumani Toure rallied to call for his return.,0
432,1015MLI,50111,26/03/2015,2015,1,Riots/Protests,Protesters (Mali),,6,,,0,60,Mali,Mopti,Mopti,Mopti,Mopti,14.49302,-4.19420,1,Agence France Presse - English; Radio France Internationale,Hundreds of supporters of exiled former president Amadou Toumani Toure called for his return in rallies held in Mopti and Gao.,0
432,1016MLI,50113,30/03/2015,2015,1,Violence against civilians,MUJAO: Movement for Unity and Jihad in West Africa,,2,Civilians (Mali),ICRC: International Committee of the Red Cross and Red Crescent,7,27,Mali,Gao,Gao,Gao-Central,Gao,16.27167,-0.04472,2,Radio France Internationale; Agence France Presse - English,"At least six jihadists opened fire on a truck from the International Committee of the Red Cross and Crescent, killing one and injuring one. The truck was later found burned down.",1
432,1017MLI,50114,01/04/2015,2015,1,Battle-No change of territory,Unidentified Armed Group (Mali),,3,Military Forces of Mali (2013-),,1,13,Mali,Mopti,Mopti,Boulikessi,Boulikessi,14.79526,-1.31813,2,Agence France Presse; Xinhua News Agency - French,"Gunmen attacked a Malian military position near Burkina Faso and a firefight ensued, resulting in the death of three militants.",3
432,1018MLI,50115,01/04/2015,2015,1,Remote violence,Unidentified Armed Group (Mali),,3,Civilians (Mali),,7,37,Mali,Gao,Menaka,Menaka,Asongo,15.85153,1.44234,2,Radio France International,A 16 year old girl was killed by a landmine while herding her sheep near Asongo.,1
432,1020MLI,50116,03/04/2015,2015,1,Remote violence,Unidentified Armed Group (Mali),,3,Civilians (Mali),,7,37,Mali,Bamako,Bamako,Kalban-Coro,Bamako,12.65000,-8.00000,2,Agence France Presse - English; Xinhua News Agency - French,"In a suspected terrorist attack, a bomb was detonated in a private residence, killing one and injuring four. It is unclear whether the intended target was a French national living nearby.",1
432,1019MLI,50117,03/04/2015,2015,1,Violence against civilians,Unidentified Armed Group (Mali),,3,Civilians (Mali),Police Forces of Mali (2013-),7,37,Mali,Mopti,Mopti,Boni,Boni,15.07658,-2.21976,1,Agence France Presse - English; Xinhua News Agency - French,"Two armed men on motorcycles attacked a village, firing at the police station and town hall. They killed two civilians and injured a gendarme.",2
432,1021MLI,50118,05/04/2015,2015,1,Remote violence,Unidentified Armed Group (Mali),,3,Civilians (Mali),,7,37,Mali,Gao,Gao,Gao-Central,Gao,16.27167,-0.04472,1,Agence France Presse - English,"Militants shelled Gao, killing one and wounding three.",1
432,1022MLI,50119,06/04/2015,2015,1,Battle-No change of territory,AQIM: Al Qaeda in the Islamic Maghreb,,2,Military Forces of France,,8,28,Mali,Kidal,Tessalit,Adjelhoc,Aguelhok,19.46949,0.85599,2,Xinhua News Agency - French; Agence France Presse,French special forces killed at least two Al Qaeda militants and injured others in an operation where they rescued a Dutch national who had been kidnapped in 2011.,2
432,1024MLI,50120,06/04/2015,2015,1,Remote violence,Unidentified Armed Group (Mali),,3,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,8,38,Mali,Kidal,Kidal,Kidal,Kidal,18.44000,1.41000,2,Xinhua General News Service,Two MINUSMA peacekeepers were injured in a landmine explosion.,0
432,1023MLI,50121,06/04/2015,2015,1,Violence against civilians,Unidentified Armed Group (Mali),,3,Civilians (Mali),,7,37,Mali,Mopti,Tenenkou,Diafarabe,Diafarabe,14.14093,-5.01694,1,BBC Monitoring Africa; Xinhua News Agency - French,"Four gunmen on motorbikes stormed a weekly fair, firing shots in the air and then killing a uniformed worker at the Ministry of Water and Forests.",1
432,1025MLI,50122,12/04/2015,2015,1,Remote violence,Unidentified Armed Group (Mali),,3,Military Forces of Mali (2013-),,1,13,Mali,Segou,Niono,Niono,Niono,14.25260,-5.99300,2,Associated Press International,"A Malian military vehicle struck a roadside bomb in the south, killing two soldiers and wounding three others. The attack took place Sunday in Mali's Segou region between Niono and Diabaly.",2
432,1027MLI,50123,15/04/2015,2015,1,Battle-No change of territory,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,8,GMA: Mourabitounes Group of Azawad,,2,28,Mali,Gao,Ansongo,Ansongo,Ansongo,15.66000,0.50000,1,Al-Akhbar,"The militant Sahara-based Al-Murabitun group, which is led by the Algerian jihadist figure, Mokhtar Belmokhtar, has claimed responsibility for the 15 April attack on a UN camp in Ansongo, Northern Mali, which resulted in the deaths of three people, including civilians, and wounded nine peacekeepers.",3
432,1026MLI,50125,15/04/2015,2015,1,Remote violence,Unidentified Armed Group (Mali),,3,Civilians (Mali),,7,37,Mali,Kidal,Tessalit,Adjelhoc,Aguelhok,19.46949,0.85599,1,Radio France Internationale,One civilian was killed after his bike hit an explosive near Aguelhoc.,1
432,1028MLI,50124,15/04/2015,2015,1,Remote violence,Unidentified Armed Group (Mali),,3,Military Forces of Mali (2013-),,1,13,Mali,Mopti,Mopti,Boni,Boni,15.07658,-2.21976,1,Radio France Internationale,"3 soldiers were injured, one seriously, after their vehicle hit a mine near Boni.",0
432,1029MLI,50126,17/04/2015,2015,1,Violence against civilians,Unidentified Armed Group (Mali),,3,Civilians (Mali),MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),7,37,Mali,Gao,Gao,Gao-Central,Gao,16.26667,-0.05000,2,Agence France Presse,Two drivers were shot dead in an attack on a peacekeeping supply convoy in northern Mali. The attack took place some 15 kilometres (nine miles) from the main city of Gao. A third person was wounded.,2
432,1030MLI,50127,20/04/2015,2015,1,Battle-No change of territory,Unidentified Armed Group (Mali),,3,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,8,38,Mali,Gao,Gao,Gao-Central,Gao,16.26667,-0.05000,2,Xinhua General News Service; Agence France Presse - English,"A MINUMSMA convoy was attacked by unknown assailants about 30 km west of Gao, leaving the driver dead.",1
432,1031MLI,50128,22/04/2015,2015,1,Violence against civilians,Unidentified Armed Group (Mali),,3,Civilians (Mali),,7,37,Mali,Mopti,Youwarou,Youvarou,Dogo,15.16860,-4.43120,1,Xinhua News Agency - French; Radio France Internationale,"A village chief, Amadou Issa Dicko, was assassinated by two unidentified assailants.",1
432,1032MLI,50129,23/04/2015,2015,1,Remote violence,Unidentified Armed Group (Mali),,3,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,8,38,Mali,Kidal,Kidal,Anefif,Anefis,18.04000,0.60111,1,Agence France Presse - English; Xinhua News Agency - French,Seven UN peacekeepers were wounded when a mine exploded.,0
432,1033MLI,50130,27/04/2015,2015,1,Battle-Non-state actor overtakes territory,GATIA: Imghad Tuareg and Allies Self-Defense Group,,3,MNLA: National Movement for the Liberation of Azawad,,2,23,Mali,Gao,Menaka,Menaka,Menaka,15.91820,2.40220,2,Agence France Presse - English; Radio France Internationale; Maghreb Emergent (French),"GATIA pro-government forces retook positions in Menaka near the Niger border. They claim to have been initially attacked by MNLA fighters 40km south of Menaka, and the resulting battle led to overtaking the city.",0
432,1034MLI,50131,28/04/2015,2015,1,Battle-No change of territory,Coordination of Movements of the Azawad,,2,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,8,28,Mali,Timbuktu,Tombouctou,Tombouctou,Timbuktu,16.76670,-3.01670,2,Associated Press International,Coordination of Movements of the Azawad militants fired on MINUSMA vehicles near Timbuktu.,0
432,1035MLI,50132,29/04/2015,2015,1,Battle-No change of territory,Coordination of Movements of the Azawad,,2,Military Forces of Mali (2013-),,1,12,Mali,Timbuktu,Goundam,Goundam,Goundam,16.41670,-3.66670,1,Agence France Presse - English; Radio France Internationale,"Coordination of Movements of the Azawad militants opened fire on troops in Goundam, killing two soldiers and a child.",3
432,1036MLI,50133,29/04/2015,2015,1,Battle-No change of territory,Coordination of Movements of the Azawad,,2,Military Forces of Mali (2013-),,1,12,Mali,Timbuktu,Niafunke,Lere,Lere,15.71180,-4.91180,1,Agence France Presse - English; Radio France Internationale,"The Coordination of Movements of the Azawad ambushed armed forces in the central town of Lere, leading to a battle that left 10 militants and 9 soldiers dead. Government troops remain in control of the town.",19
432,1038MLI,50134,30/04/2015,2015,1,Remote violence,Unidentified Armed Group (Mali),,3,Civilians (Mali),,7,37,Mali,Timbuktu,Gourma-Rharous,Doro,Doro,16.14333,-0.84389,2,Xinhua General News Service; Agence France Presse - English,Four civilians were killed and 28 injured when their minibus drove over a landmine near the Doro locality between Gossi and Gao.,4
432,1037MLI,50135,30/04/2015,2015,1,Violence against civilians,Coordination of Movements of the Azawad,,2,Civilians (Mali),,7,27,Mali,Timbuktu,Goundam,Bintagoungou,Bintagoungou,16.73774,-3.73080,1,Agence France Presse - English,"Dozens of gunmen from the Coordination of Movements of the Azawad stormed a northern town, killing one and taking six hostage.",1
432,1039MLI,50136,02/05/2015,2015,1,Battle-No change of territory,Coordination of Movements of the Azawad,,2,Military Forces of Mali (2013-),Civilians (Mali),1,12,Mali,Timbuktu,Dire,Dire,Dire,16.25704,-3.40126,1,Associated Press International; Xinhua News Agency - French;,"Coordination of Movements of the Azawad fighters attacked the town of Dire, and two militants were killed. The town remains under Malian military control.",2
432,1040MLI,50137,02/05/2015,2015,1,Riots/Protests,Protesters (Mali),,6,,,0,60,Mali,Bamako,Bamako,Kalban-Coro,Bamako,12.65000,-8.00000,1,Associated Press International; Agence France Presse;,Thousands marched to call for peace in the north and to express solidarity with the GATIA pro-governent militia.,0
432,1041MLI,50138,05/05/2015,2015,1,Battle-No change of territory,Coordination of Movements of the Azawad,,2,Military Forces of Mali (2013-),,1,12,Mali,Mopti,Tenenkou,Tenenkou,Tenenkou,14.45722,-4.91669,1,Associated Press International; Agence France Presse - English; Xinhua General News Service,"The CMA militant group attacked Tenenkou, and the resulting battle with the Malian military left 10 militants and 1 soldier dead and several injured.",11
432,1042MLI,50139,06/05/2015,2015,1,Battle-No change of territory,Unidentified Armed Group (Mali),,3,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,8,38,Mali,Kidal,Kidal,Kidal,Kidal,18.44000,1.41000,1,MINUSMA (Relief Web),"The MINUSMA camp in Kidal was targeted by 6 - 8 mortar shells but did not sustain any material damages or casualties. MINUSMA forces ""responded to the attack.""",0
432,1043MLI,50140,06/05/2015,2015,1,Remote violence,Unidentified Armed Group (Mali),,3,Civilians (Mali),,7,37,Mali,Kidal,Kidal,Kidal,Kidal,18.44000,1.41000,1,MINUSMA (Relief Web),A vehicle hit an explosive device near the MINUSMA camp in Kidal and two civilians were injured.,0
432,1044MLI,50141,10/05/2015,2015,1,Remote violence,Unidentified Armed Group (Mali),,3,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,8,38,Mali,Mopti,Tenenkou,Tenenkou,Tenenkou,14.45722,-4.91669,2,MINUSMA,Two peacekeepers were seriously injured when their vehicle struck a landmine near Tenenkou.,0
432,1045MLI,50142,11/05/2015,2015,1,Battle-No change of territory,Coordination of Movements of the Azawad,,2,Military Forces of Mali (2013-),Civilians (Mali),1,12,Mali,Gao,Gao,,Tin Telout,15.31920,0.44320,2,Associated Press International; Deutsche Welle,"The Coordination of Azawad Movements ambushed Mali's defense forces near Tin Telout, killing at least nine and injuring fourteen. Civilians were also caught in the crossfire but casualty numbers are unknown.",9
432,1046MLI,50143,12/05/2015,2015,1,Riots/Protests,Protesters (Mali),,6,,,0,60,Mali,Bamako,Bamako,Kalban-Coro,Bamako,12.65000,-8.00000,1,Radio France Internationale,"Around 200 women marched in Bamako, calling for peace in the north.",0
